day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,crime_data_count
5,2015,04,24,2015-04-24,44.2,23.0,1017.2,10.0,4.2,12.0,999.9,57.0,28.9,0.0,999.9,0,761
6,2015,04,25,2015-04-25,43.5,37.2,1010.5,8.6,11.3,15.9,22.0,57.0,28.9,0.16,999.9,0,695
7,2015,04,26,2015-04-26,44.8,28.7,1014.0,10.0,9.9,15.9,24.1,55.9,35.1,0.16,999.9,0,718
1,2015,04,27,2015-04-27,46.3,30.2,1018.7,10.0,9.8,15.0,21.0,55.9,35.1,0.0,999.9,0,721
2,2015,04,28,2015-04-28,46.3,33.7,1020.0,10.0,4.5,12.0,999.9,57.9,35.1,0.0,999.9,0,718
3,2015,04,29,2015-04-29,49.7,34.3,1014.4,10.0,5.7,14.0,19.0,61.0,35.1,0.0,999.9,0,766
4,2015,04,30,2015-04-30,45.6,33.9,1014.5,10.0,10.2,15.9,18.1,61.0,37.9,0.0,999.9,0,666
5,2015,05,01,2015-05-01,50.0,36.6,1020.1,10.0,5.3,13.0,999.9,66.9,37.9,0.0,999.9,0,952
6,2015,05,02,2015-05-02,62.1,38.1,1017.7,10.0,5.3,12.0,19.0,75.9,37.9,0.0,999.9,0,686
7,2015,05,03,2015-05-03,67.4,42.6,1014.0,10.0,7.4,18.1,24.1,78.1,50.0,0.0,999.9,0,745
1,2015,05,04,2015-05-04,65.1,54.6,1015.8,9.6,8.6,15.9,21.0,78.1,55.0,0.42,999.9,0,779
2,2015,05,05,2015-05-05,52.1,45.6,1022.3,6.0,7.7,11.1,999.9,73.9,48.0,0.93,999.9,0,696
3,2015,05,06,2015-05-06,55.6,50.9,1020.8,2.9,5.8,9.9,999.9,77.0,46.0,0.02,999.9,1,739
4,2015,05,07,2015-05-07,66.9,52.0,1016.7,8.7,8.6,20.0,27.0,82.9,46.0,0.0,999.9,0,826
5,2015,05,08,2015-05-08,71.1,60.7,1013.3,9.5,8.2,22.0,35.9,82.9,52.0,0.04,999.9,0,807
6,2015,05,09,2015-05-09,59.5,56.2,1016.8,5.6,6.6,14.0,20.0,81.0,52.0,1.01,999.9,0,685
7,2015,05,10,2015-05-10,48.5,45.8,1017.3,5.6,8.7,14.0,999.9,64.0,45.0,0.13,999.9,1,741
1,2015,05,11,2015-05-11,56.4,52.7,1012.0,6.8,8.8,18.1,27.0,68.0,44.6,0.04,999.9,1,748
2,2015,05,12,2015-05-12,52.0,39.5,1015.6,10.0,16.6,21.0,29.9,68.0,46.9,0.22,999.9,0,757
3,2015,05,13,2015-05-13,47.6,34.7,1028.9,10.0,8.7,13.0,18.1,55.9,39.9,0.0,999.9,0,767
4,2015,05,14,2015-05-14,52.2,38.8,1026.9,10.0,8.9,15.0,20.0,66.0,39.9,0.0,999.9,0,755
5,2015,05,15,2015-05-15,63.2,56.8,1015.4,9.0,8.7,12.0,20.0,75.9,43.0,0.24,999.9,0,822
6,2015,05,16,2015-05-16,69.0,62.5,1015.2,9.4,4.7,9.9,999.9,79.0,57.0,0.02,999.9,0,882
7,2015,05,17,2015-05-17,72.3,65.0,1013.3,8.8,12.6,21.0,29.9,82.0,62.1,0.01,999.9,0,836
1,2015,05,18,2015-05-18,72.1,58.3,1014.0,10.0,13.3,20.0,27.0,82.0,63.0,0.0,999.9,0,758
2,2015,05,19,2015-05-19,50.4,36.9,1021.6,10.0,11.4,18.1,24.1,77.0,46.0,0.0,999.9,0,707
3,2015,05,20,2015-05-20,43.5,30.2,1023.9,9.9,7.2,13.0,999.9,53.1,39.0,0.0,999.9,0,729
4,2015,05,21,2015-05-21,51.8,37.7,1019.2,10.0,8.2,15.0,20.0,69.1,39.0,0.04,999.9,0,745
5,2015,05,22,2015-05-22,58.8,35.1,1020.2,10.0,7.5,9.9,999.9,69.1,45.0,0.0,999.9,0,824
6,2015,05,23,2015-05-23,61.8,35.6,1025.5,10.0,6.5,13.0,15.9,80.1,46.0,0.0,999.9,0,798
7,2015,05,24,2015-05-24,66.1,49.3,1020.2,9.6,5.9,11.1,999.9,80.1,46.0,0.0,999.9,0,687
1,2015,05,25,2015-05-25,70.4,62.1,1011.6,9.1,12.7,20.0,27.0,78.1,59.0,0.36,999.9,0,708
2,2015,05,26,2015-05-26,70.6,62.5,1011.7,9.4,10.3,18.1,27.0,78.1,64.0,0.07,999.9,0,771
3,2015,05,27,2015-05-27,68.4,59.1,1012.5,9.8,11.0,17.1,24.1,73.9,64.0,0.5,999.9,0,737
4,2015,05,28,2015-05-28,69.5,54.3,1020.6,10.0,4.8,13.0,17.1,82.0,54.0,0.0,999.9,0,800
5,2015,05,29,2015-05-29,72.1,60.3,1015.8,9.6,8.9,21.0,34.0,82.0,54.0,0.0,999.9,0,828
6,2015,05,30,2015-05-30,64.4,58.8,1014.7,8.6,8.9,22.0,33.0,80.1,46.4,0.22,999.9,0,719
7,2015,05,31,2015-05-31,47.5,39.5,1021.3,8.4,17.0,22.0,32.1,54.0,42.1,0.39,999.9,0,666
1,2015,06,01,2015-06-01,51.2,39.5,1023.5,10.0,8.9,13.0,999.9,60.1,42.1,0.0,999.9,0,954
2,2015,06,02,2015-06-02,55.5,40.1,1021.8,10.0,4.5,11.1,999.9,70.0,42.1,0.0,999.9,0,772
3,2015,06,03,2015-06-03,62.3,49.2,1017.7,9.9,5.9,8.9,999.9,77.0,42.1,0.0,999.9,0,777
4,2015,06,04,2015-06-04,68.2,56.7,1015.3,10.0,7.5,11.1,15.0,81.0,50.0,0.0,999.9,0,721
5,2015,06,05,2015-06-05,65.3,56.7,1017.3,9.3,9.8,18.1,25.1,80.1,55.4,0.0,999.9,0,786
6,2015,06,06,2015-06-06,60.1,50.0,1020.3,10.0,9.9,18.1,20.0,70.0,51.8,0.0,999.9,0,758
7,2015,06,07,2015-06-07,65.7,57.7,1010.6,8.9,9.0,15.9,24.1,81.0,52.0,0.0,999.9,0,739
1,2015,06,08,2015-06-08,73.1,63.8,1004.9,9.6,10.5,24.1,29.9,84.0,55.0,0.36,999.9,0,681
2,2015,06,09,2015-06-09,69.7,56.2,1008.2,9.7,7.3,19.0,26.0,84.9,60.1,0.04,999.9,0,731
3,2015,06,10,2015-06-10,80.2,62.3,1005.5,10.0,10.7,18.1,27.0,91.9,60.1,0.0,999.9,0,793
4,2015,06,11,2015-06-11,68.9,57.0,1009.9,9.6,6.6,13.0,999.9,75.9,63.0,0.0,999.9,0,803
5,2015,06,12,2015-06-12,61.5,59.0,1009.8,4.4,7.0,13.0,999.9,72.0,57.9,0.32,999.9,0,828
6,2015,06,13,2015-06-13,66.1,60.5,1013.2,6.3,6.2,11.1,999.9,84.9,55.4,0.17,999.9,1,813
7,2015,06,14,2015-06-14,73.3,67.9,1012.3,8.2,6.8,15.0,19.0,86.0,55.9,0.68,999.9,0,795
1,2015,06,15,2015-06-15,74.8,69.9,1013.0,8.2,5.0,9.9,18.1,82.9,68.0,0.23,999.9,1,739
2,2015,06,16,2015-06-16,68.6,58.7,1018.3,8.7,7.9,12.0,999.9,80.1,64.0,2.56,999.9,0,847
3,2015,06,17,2015-06-17,61.3,51.0,1017.7,8.7,4.8,8.0,999.9,72.0,55.9,0.0,999.9,0,722
4,2015,06,18,2015-06-18,71.6,65.4,1013.6,7.2,7.1,14.0,19.0,79.0,55.9,0.14,999.9,1,768
5,2015,06,19,2015-06-19,60.8,50.8,1017.8,10.0,10.2,14.0,21.0,79.0,54.0,0.27,999.9,0,775
6,2015,06,20,2015-06-20,62.8,53.5,1012.3,10.0,6.0,18.1,25.1,78.1,53.1,0.0,999.9,0,766
7,2015,06,21,2015-06-21,73.5,64.7,1010.9,9.7,7.6,14.0,26.0,84.0,53.1,0.31,999.9,0,783
1,2015,06,22,2015-06-22,75.2,69.2,1012.0,9.6,7.8,20.0,29.9,84.0,66.0,0.0,999.9,0,780
2,2015,06,23,2015-06-23,75.3,59.3,1012.8,10.0,9.5,15.9,19.0,82.9,66.0,0.09,999.9,0,732
3,2015,06,24,2015-06-24,70.2,56.5,1019.5,10.0,4.5,11.1,999.9,82.0,60.1,0.0,999.9,0,728
4,2015,06,25,2015-06-25,70.7,64.0,1015.4,8.9,6.3,12.0,18.1,79.0,60.1,0.98,999.9,0,784
5,2015,06,26,2015-06-26,63.1,58.8,1015.2,6.7,7.7,13.0,999.9,79.0,60.1,0.03,999.9,0,784
6,2015,06,27,2015-06-27,64.0,52.1,1015.0,9.6,9.0,14.0,999.9,75.9,55.9,0.13,999.9,0,723
7,2015,06,28,2015-06-28,67.5,51.0,1012.6,9.9,3.2,8.0,999.9,79.0,54.0,0.0,999.9,0,797
1,2015,06,29,2015-06-29,68.1,61.6,1009.1,8.2,3.6,8.0,999.9,79.0,54.0,0.26,999.9,0,751
2,2015,06,30,2015-06-30,68.1,61.4,1008.7,8.4,6.2,13.0,999.9,77.0,62.1,0.55,999.9,0,748
3,2015,07,01,2015-07-01,60.7,52.7,1013.6,10.0,6.6,9.9,999.9,69.1,55.4,0.17,999.9,0,888
4,2015,07,02,2015-07-02,59.3,51.8,1015.5,9.7,8.6,13.0,17.1,69.1,53.1,0.0,999.9,0,757
5,2015,07,03,2015-07-03,64.2,51.9,1014.7,10.0,4.4,8.9,999.9,77.0,53.1,0.0,999.9,0,768
6,2015,07,04,2015-07-04,69.7,54.4,1014.4,9.5,3.5,7.0,999.9,81.0,55.0,0.0,999.9,0,845
7,2015,07,05,2015-07-05,72.4,58.4,1016.8,6.4,4.0,8.9,999.9,82.9,59.0,0.0,999.9,0,898
1,2015,07,06,2015-07-06,74.2,64.9,1014.2,7.8,7.3,22.0,28.0,84.9,60.1,0.0,999.9,0,757
2,2015,07,07,2015-07-07,67.3,58.1,1014.0,8.5,13.0,22.0,26.0,84.9,57.0,0.73,999.9,0,701
3,2015,07,08,2015-07-08,59.7,50.2,1018.7,10.0,6.8,11.1,999.9,71.1,54.0,0.03,999.9,0,718
4,2015,07,09,2015-07-09,63.6,56.0,1015.1,5.8,6.7,11.1,999.9,77.0,54.0,0.07,999.9,0,671
5,2015,07,10,2015-07-10,69.0,56.5,1018.4,8.8,3.5,8.9,999.9,82.9,57.9,0.0,999.9,0,739
6,2015,07,11,2015-07-11,70.4,57.8,1019.6,9.8,4.0,9.9,999.9,82.9,59.0,0.0,999.9,0,798
7,2015,07,12,2015-07-12,73.6,65.6,1015.2,7.9,4.5,8.0,999.9,82.9,61.0,0.03,999.9,0,801
1,2015,07,13,2015-07-13,75.7,68.2,1007.6,9.9,8.7,27.8,35.0,86.0,68.0,0.29,999.9,0,782
2,2015,07,14,2015-07-14,76.2,66.4,1002.7,10.0,10.0,14.0,22.9,86.0,68.0,0.13,999.9,0,711
3,2015,07,15,2015-07-15,65.8,53.1,1014.1,10.0,9.0,14.0,22.0,82.9,59.0,0.0,999.9,0,795
4,2015,07,16,2015-07-16,66.0,56.4,1015.4,9.7,6.0,15.9,22.9,75.0,57.9,0.0,999.9,0,673
5,2015,07,17,2015-07-17,77.3,70.9,1007.9,7.8,7.9,15.9,26.0,91.9,57.9,0.97,999.9,0,825
6,2015,07,18,2015-07-18,78.7,71.4,1009.6,9.8,6.7,15.0,26.0,91.9,71.1,0.06,999.9,0,776
7,2015,07,19,2015-07-19,79.4,69.6,1010.8,10.0,8.2,15.9,22.0,89.1,73.0,0.54,999.9,0,764
1,2015,07,20,2015-07-20,74.5,62.0,1009.9,10.0,6.3,13.0,999.9,84.9,63.0,0.0,999.9,0,778
2,2015,07,21,2015-07-21,74.9,58.2,1009.9,10.0,8.5,12.0,15.9,84.9,63.0,0.0,999.9,0,776
3,2015,07,22,2015-07-22,73.6,55.9,1013.9,10.0,4.0,8.0,999.9,82.9,64.0,0.0,999.9,0,774
4,2015,07,23,2015-07-23,74.4,56.6,1015.2,10.0,3.5,8.9,999.9,84.9,63.0,0.0,999.9,0,810
5,2015,07,24,2015-07-24,75.2,60.1,1015.5,10.0,5.1,14.0,22.0,84.9,63.0,0.0,999.9,0,867
6,2015,07,25,2015-07-25,79.5,67.1,1012.7,10.0,7.5,12.0,15.0,91.0,64.0,0.0,999.9,0,831
7,2015,07,26,2015-07-26,74.7,65.5,1013.7,10.0,4.1,9.9,999.9,91.0,64.0,0.0,999.9,0,802
1,2015,07,27,2015-07-27,77.2,64.0,1014.7,9.9,7.2,13.0,19.0,88.0,64.0,0.0,999.9,0,835
2,2015,07,28,2015-07-28,79.4,66.6,1014.5,10.0,5.8,12.0,999.9,91.0,66.9,0.0,999.9,0,767
3,2015,07,29,2015-07-29,81.3,66.0,1013.4,10.0,8.0,15.9,22.0,91.0,66.9,0.0,999.9,0,763
4,2015,07,30,2015-07-30,77.1,55.3,1016.2,10.0,10.2,19.0,24.1,88.0,64.9,0.0,999.9,0,775
5,2015,07,31,2015-07-31,78.2,56.4,1015.1,10.0,10.9,18.1,27.0,88.0,64.9,0.0,999.9,0,781
6,2015,08,01,2015-08-01,75.5,54.0,1014.2,10.0,9.3,15.9,21.0,87.1,64.0,0.0,999.9,0,1044
7,2015,08,02,2015-08-02,79.6,65.4,1009.3,9.7,11.7,20.0,45.1,91.0,64.0,0.0,999.9,0,822
1,2015,08,03,2015-08-03,75.7,60.1,1008.3,10.0,10.0,19.0,31.1,91.0,66.9,0.53,999.9,0,729
2,2015,08,04,2015-08-04,72.2,53.5,1013.2,10.0,7.4,14.0,19.0,82.0,61.0,0.0,999.9,0,761
3,2015,08,05,2015-08-05,72.7,55.6,1016.4,10.0,4.6,11.1,15.0,82.0,61.0,0.0,999.9,0,772
4,2015,08,06,2015-08-06,73.3,60.6,1014.6,10.0,6.6,11.1,14.0,82.9,61.0,0.0,999.9,0,809
5,2015,08,07,2015-08-07,73.2,59.3,1012.6,10.0,7.0,13.0,20.0,82.9,63.0,0.0,999.9,0,839
6,2015,08,08,2015-08-08,75.3,62.6,1011.9,10.0,6.7,11.1,999.9,82.9,63.0,0.0,999.9,0,849
7,2015,08,09,2015-08-09,71.8,65.9,1014.1,6.9,4.4,11.1,999.9,82.0,66.9,0.0,999.9,0,745
1,2015,08,10,2015-08-10,75.1,67.7,1011.3,8.0,4.8,19.0,22.9,84.0,66.9,0.0,999.9,0,808
2,2015,08,11,2015-08-11,72.9,62.3,1015.1,10.0,6.6,13.0,999.9,84.0,64.9,0.02,999.9,0,791
3,2015,08,12,2015-08-12,71.2,56.8,1020.1,10.0,3.6,8.0,999.9,82.0,61.0,0.0,999.9,0,760
4,2015,08,13,2015-08-13,73.8,60.4,1018.7,10.0,7.9,17.1,22.9,84.9,61.0,0.0,999.9,0,784
5,2015,08,14,2015-08-14,78.2,66.1,1017.9,10.0,8.5,14.0,999.9,90.0,64.9,0.0,999.9,0,808
6,2015,08,15,2015-08-15,76.6,66.7,1018.7,9.8,6.1,22.0,35.0,91.9,66.9,0.21,999.9,0,824
7,2015,08,16,2015-08-16,78.7,69.1,1018.2,9.6,5.2,13.0,20.0,91.9,66.9,0.14,999.9,0,865
1,2015,08,17,2015-08-17,78.6,67.1,1016.3,9.6,6.2,19.0,26.0,89.1,68.0,0.0,999.9,0,741
2,2015,08,18,2015-08-18,73.6,66.8,1011.2,9.5,6.4,13.0,20.0,88.0,66.9,0.25,999.9,0,762
3,2015,08,19,2015-08-19,71.7,63.2,1004.9,9.7,11.1,21.0,28.0,82.9,66.9,0.27,999.9,0,793
4,2015,08,20,2015-08-20,64.8,52.9,1008.9,10.0,13.6,18.1,28.0,75.0,59.0,0.0,999.9,0,838
5,2015,08,21,2015-08-21,68.7,53.0,1017.1,10.0,6.7,14.0,15.9,82.0,55.0,0.0,999.9,0,858
6,2015,08,22,2015-08-22,72.1,56.7,1018.1,10.0,9.3,19.0,24.1,82.0,55.0,0.0,999.9,0,845
7,2015,08,23,2015-08-23,71.5,58.6,1012.3,9.8,9.8,17.1,25.1,81.0,60.1,0.0,999.9,0,806
1,2015,08,24,2015-08-24,65.0,49.0,1013.2,10.0,11.5,20.0,29.9,77.0,55.0,0.0,999.9,0,724
2,2015,08,25,2015-08-25,63.4,48.2,1015.5,10.0,8.9,15.0,22.9,75.0,55.0,0.0,999.9,0,767
3,2015,08,26,2015-08-26,61.9,52.4,1019.7,10.0,6.0,9.9,999.9,72.0,55.9,0.0,999.9,0,792
4,2015,08,27,2015-08-27,63.1,52.3,1021.6,9.9,3.6,12.0,999.9,75.9,51.1,0.0,999.9,0,764
5,2015,08,28,2015-08-28,65.5,56.8,1019.8,9.7,4.2,11.1,999.9,75.9,51.1,0.0,999.9,0,806
6,2015,08,29,2015-08-29,67.6,63.2,1017.2,7.7,5.7,8.9,999.9,72.0,55.9,0.49,999.9,0,760
7,2015,08,30,2015-08-30,68.4,63.9,1016.9,5.4,3.3,9.9,999.9,77.0,63.0,0.25,999.9,0,800
1,2015,08,31,2015-08-31,71.0,64.2,1016.9,6.0,2.8,7.0,999.9,84.9,60.1,0.0,999.9,1,745
2,2015,09,01,2015-09-01,77.7,69.9,1016.3,8.7,4.5,9.9,18.1,88.0,60.1,0.0,999.9,0,955
3,2015,09,02,2015-09-02,80.3,69.4,1015.9,9.9,7.1,13.0,19.0,90.0,68.0,0.0,999.9,0,801
4,2015,09,03,2015-09-03,81.0,68.3,1013.2,10.0,6.9,14.0,20.0,91.0,72.0,0.0,999.9,0,875
5,2015,09,04,2015-09-04,74.4,66.8,1014.8,9.9,5.4,11.1,15.9,91.0,68.0,0.0,999.9,0,815
6,2015,09,05,2015-09-05,75.4,67.3,1017.8,9.6,6.1,13.0,999.9,87.1,68.0,0.0,999.9,0,765
7,2015,09,06,2015-09-06,79.9,66.6,1017.3,9.9,7.9,14.0,19.0,91.9,69.1,0.0,999.9,0,818
1,2015,09,07,2015-09-07,81.5,66.9,1014.4,10.0,7.3,9.9,999.9,91.9,70.0,0.0,999.9,0,808
2,2015,09,08,2015-09-08,77.0,69.6,1011.5,9.3,6.5,22.0,29.9,88.0,70.0,0.02,999.9,1,717
3,2015,09,09,2015-09-09,70.2,60.4,1013.8,10.0,6.5,11.1,999.9,81.0,66.0,1.02,999.9,0,711
4,2015,09,10,2015-09-10,64.0,56.0,1014.2,9.7,4.0,14.0,22.0,77.0,54.0,0.0,999.9,0,658
5,2015,09,11,2015-09-11,61.9,56.5,1014.2,9.7,8.2,19.0,25.1,73.9,54.0,0.26,999.9,0,691
6,2015,09,12,2015-09-12,57.6,45.8,1017.1,10.0,10.0,15.9,22.0,66.9,52.0,0.12,999.9,0,724
7,2015,09,13,2015-09-13,58.1,44.5,1016.8,10.0,6.2,9.9,17.1,70.0,48.0,0.0,999.9,0,734
1,2015,09,14,2015-09-14,65.3,48.8,1016.4,10.0,9.2,18.1,26.0,82.0,48.0,0.0,999.9,0,790
2,2015,09,15,2015-09-15,72.9,53.9,1020.5,10.0,11.2,15.0,22.9,82.0,52.0,0.0,999.9,0,811
3,2015,09,16,2015-09-16,70.5,52.8,1021.8,10.0,9.7,18.1,22.9,82.9,55.9,0.0,999.9,0,766
4,2015,09,17,2015-09-17,71.7,58.5,1016.6,10.0,9.7,29.9,42.0,84.9,55.9,0.0,999.9,0,717
5,2015,09,18,2015-09-18,72.0,67.2,1010.1,7.9,7.4,17.1,24.1,84.9,61.0,1.65,999.9,0,791
6,2015,09,19,2015-09-19,65.5,57.4,1012.8,8.3,9.7,21.0,36.9,73.9,57.0,1.17,999.9,1,792
7,2015,09,20,2015-09-20,60.4,48.6,1020.9,10.0,2.6,9.9,999.9,73.0,50.0,0.05,999.9,0,811
1,2015,09,21,2015-09-21,62.1,49.4,1020.3,9.9,4.6,11.1,999.9,73.9,50.0,0.0,999.9,0,735
2,2015,09,22,2015-09-22,64.6,51.5,1020.9,9.9,3.3,7.0,999.9,80.1,52.0,0.0,999.9,0,776
3,2015,09,23,2015-09-23,68.2,52.1,1023.6,10.0,3.4,9.9,999.9,80.1,53.1,0.0,999.9,0,833
4,2015,09,24,2015-09-24,66.7,56.6,1024.0,9.9,4.6,8.9,999.9,80.1,55.9,0.0,999.9,0,716
5,2015,09,25,2015-09-25,65.5,59.6,1023.7,9.4,7.2,14.0,999.9,75.9,55.9,0.0,999.9,0,810
6,2015,09,26,2015-09-26,67.0,58.5,1023.5,9.5,6.9,12.0,999.9,75.0,60.1,0.0,999.9,0,792
7,2015,09,27,2015-09-27,67.4,59.5,1019.5,9.9,6.3,8.0,999.9,75.0,60.1,0.0,999.9,0,802
1,2015,09,28,2015-09-28,69.6,63.6,1015.6,10.0,4.3,8.9,999.9,77.0,61.0,0.0,999.9,0,753
2,2015,09,29,2015-09-29,64.4,59.6,1014.9,8.9,9.6,19.0,26.0,77.0,57.0,0.0,999.9,0,669
3,2015,09,30,2015-09-30,56.7,44.1,1021.7,10.0,14.3,20.0,25.1,68.0,53.1,0.4,999.9,0,678
4,2015,10,01,2015-10-01,55.2,42.4,1025.3,10.0,14.5,21.0,27.0,61.0,52.0,0.0,999.9,0,887
5,2015,10,02,2015-10-02,55.0,41.7,1027.0,10.0,16.4,22.0,29.9,60.1,51.1,0.0,999.9,0,799
6,2015,10,03,2015-10-03,52.1,39.6,1024.1,9.5,16.3,20.0,28.0,60.1,48.0,0.0,999.9,0,708
7,2015,10,04,2015-10-04,51.9,47.4,1022.4,9.7,11.0,15.0,24.1,57.0,48.0,0.01,999.9,0,653
1,2015,10,05,2015-10-05,57.0,53.8,1021.7,7.8,6.8,8.9,999.9,60.1,50.0,0.0,999.9,0,755
2,2015,10,06,2015-10-06,60.2,53.8,1020.6,8.1,4.5,8.9,999.9,71.1,55.0,0.0,999.9,0,752
3,2015,10,07,2015-10-07,62.0,54.9,1019.9,9.5,6.0,11.1,999.9,71.1,55.0,0.0,999.9,0,718
4,2015,10,08,2015-10-08,61.7,52.4,1016.9,10.0,6.8,14.0,21.0,77.0,50.0,0.0,999.9,0,701
5,2015,10,09,2015-10-09,60.4,52.1,1017.1,9.7,9.9,15.9,22.0,77.0,50.0,0.05,999.9,0,795
6,2015,10,10,2015-10-10,53.2,43.7,1022.1,9.7,4.2,11.1,999.9,64.9,42.1,0.0,999.9,0,728
7,2015,10,11,2015-10-11,61.5,46.7,1010.9,10.0,9.3,15.9,25.1,79.0,42.1,0.0,999.9,0,735
1,2015,10,12,2015-10-12,67.1,48.6,1000.7,10.0,12.4,22.0,34.0,79.0,51.1,0.0,999.9,0,730
2,2015,10,13,2015-10-13,55.7,41.3,1003.7,10.0,13.4,24.1,29.9,75.0,48.9,0.0,999.9,0,741
3,2015,10,14,2015-10-14,52.3,39.3,1013.3,10.0,6.9,11.1,999.9,63.0,42.1,0.0,999.9,0,764
4,2015,10,15,2015-10-15,54.8,36.3,1015.5,10.0,8.9,22.9,31.1,69.1,42.1,0.0,999.9,0,816
5,2015,10,16,2015-10-16,48.9,30.0,1022.7,10.0,9.7,19.0,22.9,69.1,42.1,0.0,999.9,0,734
6,2015,10,17,2015-10-17,42.5,23.1,1029.0,10.0,9.2,13.0,18.1,55.0,33.1,0.0,999.9,0,706
7,2015,10,18,2015-10-18,44.6,26.8,1030.5,10.0,3.9,8.9,999.9,60.1,33.1,0.0,999.9,0,675
1,2015,10,19,2015-10-19,54.9,30.7,1022.5,10.0,13.9,21.0,33.0,73.0,33.1,0.0,999.9,0,788
2,2015,10,20,2015-10-20,63.7,37.7,1017.5,10.0,11.5,20.0,28.9,73.9,45.0,0.0,999.9,0,785
3,2015,10,21,2015-10-21,62.7,51.9,1018.5,9.9,8.8,14.0,24.1,75.0,52.0,0.12,999.9,0,794
4,2015,10,22,2015-10-22,59.8,48.8,1022.3,10.0,6.7,9.9,999.9,75.0,52.0,0.01,999.9,0,774
5,2015,10,23,2015-10-23,55.0,44.5,1022.4,10.0,9.3,15.0,20.0,62.1,51.1,0.0,999.9,0,777
6,2015,10,24,2015-10-24,61.8,57.9,1011.0,8.7,12.1,19.0,32.1,66.0,52.0,0.39,999.9,0,765
7,2015,10,25,2015-10-25,51.3,39.1,1024.9,10.0,5.8,15.9,21.0,66.0,41.0,0.41,999.9,0,728
1,2015,10,26,2015-10-26,49.2,38.7,1028.6,10.0,3.6,9.9,999.9,62.1,37.0,0.0,999.9,0,781
2,2015,10,27,2015-10-27,53.2,42.9,1023.0,9.8,9.4,17.1,27.0,61.0,37.0,0.0,999.9,0,651
3,2015,10,28,2015-10-28,52.7,50.5,1002.9,5.3,12.6,21.0,35.9,55.9,44.1,0.68,999.9,0,682
4,2015,10,29,2015-10-29,40.6,32.8,1003.6,10.0,16.0,21.0,32.1,55.9,36.0,0.14,999.9,0,669
5,2015,10,30,2015-10-30,45.5,37.0,1017.5,10.0,5.8,14.0,999.9,55.9,36.0,0.0,999.9,0,776
6,2015,10,31,2015-10-31,46.8,42.1,1014.1,7.2,9.4,15.0,22.9,55.9,36.0,0.03,999.9,0,721
7,2015,11,01,2015-11-01,52.7,43.0,1010.4,9.8,10.4,15.0,21.0,63.0,44.1,0.08,999.9,0,992
1,2015,11,02,2015-11-02,57.9,43.4,1014.3,10.0,8.4,15.9,22.9,72.0,44.1,0.0,999.9,0,785
2,2015,11,03,2015-11-03,58.4,47.9,1017.7,10.0,6.2,13.0,999.9,72.0,44.1,0.0,999.9,0,749
3,2015,11,04,2015-11-04,57.5,54.5,1018.9,4.8,6.6,15.9,999.9,71.1,44.1,0.0,999.9,1,791
4,2015,11,05,2015-11-05,63.8,56.8,1015.7,9.5,10.5,22.0,29.9,71.1,48.0,0.0,999.9,0,754
5,2015,11,06,2015-11-06,55.5,48.3,1012.1,9.5,16.0,24.1,34.0,70.0,44.1,0.16,999.9,0,747
6,2015,11,07,2015-11-07,44.3,34.5,1023.9,10.0,9.0,17.1,22.9,64.9,36.0,0.0,999.9,0,691
7,2015,11,08,2015-11-08,40.8,28.1,1029.7,9.8,4.3,8.9,999.9,53.1,28.0,0.0,999.9,0,705
1,2015,11,09,2015-11-09,41.7,28.2,1025.3,9.9,2.6,8.0,999.9,55.9,28.0,0.0,999.9,0,684
2,2015,11,10,2015-11-10,45.1,32.3,1019.7,9.8,2.3,7.0,999.9,55.9,28.9,0.0,999.9,0,640
3,2015,11,11,2015-11-11,47.9,36.8,1012.0,10.0,8.8,20.0,29.9,63.0,32.0,0.0,999.9,0,686
4,2015,11,12,2015-11-12,48.4,42.0,999.0,8.5,19.1,28.9,42.9,63.0,36.0,0.42,999.9,0,693
5,2015,11,13,2015-11-13,41.7,27.6,1014.2,10.0,17.5,22.9,34.0,55.9,35.1,0.0,999.9,0,679
6,2015,11,14,2015-11-14,38.9,26.1,1024.0,10.0,6.8,15.9,21.0,57.0,25.0,0.0,999.9,0,696
7,2015,11,15,2015-11-15,52.5,33.5,1022.7,10.0,8.3,14.0,22.0,64.0,44.1,0.0,999.9,0,722
1,2015,11,16,2015-11-16,51.6,35.8,1020.7,10.0,9.7,18.1,22.9,64.0,43.0,0.0,999.9,0,744
2,2015,11,17,2015-11-17,51.0,48.0,1013.9,7.6,13.5,22.0,28.9,57.9,43.0,0.12,999.9,0,667
3,2015,11,18,2015-11-18,58.4,50.7,1001.3,9.7,19.6,29.9,41.0,62.1,46.9,0.8,999.9,0,683
4,2015,11,19,2015-11-19,44.6,31.7,1009.1,10.0,16.1,27.0,36.9,62.1,37.9,0.03,999.9,0,696
5,2015,11,20,2015-11-20,35.9,17.5,1022.5,10.0,10.0,15.9,19.0,48.0,30.9,0.0,999.9,0,714
6,2015,11,21,2015-11-21,31.9,29.5,1018.6,1.9,8.6,22.0,31.1,39.9,27.0,0.46,9.1,1,528
7,2015,11,22,2015-11-22,19.1,13.2,1021.8,9.8,7.9,15.9,999.9,33.1,7.0,0.98,5.9,0,520
1,2015,11,23,2015-11-23,28.4,22.0,1017.2,10.0,9.1,11.1,999.9,37.0,7.0,0.0,5.1,0,650
